order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
600077,1084,prior,22,6,9,7
2653120,1084,prior,23,0,8,8
172403,1084,prior,24,6,10,13
639464,1084,prior,25,5,7,6
679977,1084,prior,26,5,20,21
2760933,1084,prior,27,0,13,2
1794512,1084,prior,28,4,16,4
2557282,1084,prior,29,6,9,2
3344497,1084,prior,30,3,17,4
771745,1084,prior,31,5,12,2
1581047,1084,prior,32,5,16,7
497393,1084,prior,33,3,16,5
2407138,1084,train,34,6,8,10
897482,1085,prior,1,4,10,
1595389,1085,prior,2,3,8,6
2627293,1085,prior,3,0,21,30
2341197,1085,train,4,3,17,30
745624,1086,prior,1,2,15,
1820444,1086,prior,2,1,14,6
773127,1086,prior,3,3,13,2
559780,1086,prior,4,0,13,4
2403185,1086,prior,5,5,16,5
604625,1086,train,6,1,10,3
2543717,1087,prior,1,2,15,
308133,1087,prior,2,4,14,30
2251079,1087,prior,3,2,14,30
3368749,1087,prior,4,1,13,30
3018942,1087,test,5,4,13,30
531479,1088,prior,1,1,13,
1227482,1088,prior,2,2,14,15
2253075,1088,prior,3,2,16,7
1669137,1088,prior,4,3,22,30
2309840,1088,prior,5,2,13,13
1145881,1088,prior,6,3,7,8
633560,1088,prior,7,2,23,30
2939170,1088,prior,8,2,14,14
2323723,1088,prior,9,2,22,30
2267997,1088,prior,10,3,7,30
3405732,1088,prior,11,0,9,30
2550753,1088,prior,12,3,15,3
3154346,1088,prior,13,2,23,6
2598300,1088,prior,14,2,13,7
3103374,1088,prior,15,1,18,13
1542868,1088,train,16,3,7,2
1608066,1089,prior,1,0,12,
1422851,1089,prior,2,2,18,16
2356441,1089,prior,3,5,20,3
2364613,1089,prior,4,2,18,4
2145660,1089,prior,5,0,19,5
1109462,1089,prior,6,2,20,2
1867523,1089,prior,7,4,19,9
1797850,1089,prior,8,4,11,7
2092932,1089,prior,9,6,18,9
2900655,1089,prior,10,4,20,19
2037113,1089,prior,11,1,16,18
1824596,1089,prior,12,3,20,16
132606,1089,prior,13,0,19,18
2292782,1089,prior,14,0,19,30
2161728,1089,prior,15,0,19,14
1111743,1089,train,16,0,18,14
1903707,1090,prior,1,5,15,
2133302,1090,prior,2,3,7,5
1459671,1090,prior,3,4,12,1
1383775,1090,prior,4,6,9,2
526858,1090,train,5,1,16,2
2258526,1091,prior,1,0,13,
2154206,1091,prior,2,0,12,30
1598105,1091,prior,3,6,12,13
504490,1091,prior,4,6,16,28
1060258,1091,prior,5,0,15,15
51155,1091,train,6,3,10,30
2021758,1092,prior,1,1,17,
1994785,1092,prior,2,1,12,7
1329533,1092,prior,3,0,17,6
48843,1092,prior,4,1,15,8
580703,1092,prior,5,4,15,3
221936,1092,prior,6,3,19,6
3346866,1092,prior,7,5,13,2
1037067,1092,prior,8,2,16,4
2933690,1092,test,9,4,16,9
2697782,1093,prior,1,0,14,
2416323,1093,prior,2,3,17,10
1250147,1093,prior,3,1,12,5
2613749,1093,prior,4,4,14,24
1734395,1093,prior,5,1,13,11
2254781,1093,prior,6,0,13,30
2642011,1093,prior,7,2,17,30
1316273,1093,prior,8,0,12,12
1594212,1093,train,9,0,19,7
230369,1094,prior,1,2,15,
1978073,1094,prior,2,4,7,16
1155220,1094,prior,3,4,15,7
1724836,1094,prior,4,2,11,30
2632452,1094,prior,5,2,11,7
1598697,1094,train,6,2,10,14
1656131,1095,prior,1,6,20,
3294079,1095,prior,2,5,15,6
3176579,1095,prior,3,0,16,9
1631405,1095,prior,4,6,8,13
1732040,1095,prior,5,0,12,8
15078,1095,prior,6,2,23,23
1151020,1095,prior,7,0,16,5
2221504,1095,prior,8,1,10,22
1519145,1095,prior,9,5,13,11
1302201,1095,prior,10,0,17,9
476539,1095,prior,11,0,17,14
3298171,1095,prior,12,4,8,11
243796,1095,prior,13,0,16,17
2053456,1095,prior,14,0,13,14
2595572,1095,prior,15,0,12,7
3266282,1095,prior,16,3,22,10
1129185,1095,prior,17,0,17,11
1084756,1095,prior,18,2,20,16
1368180,1095,prior,19,0,9,5
3134559,1095,prior,20,6,16,13
3375153,1095,prior,21,3,14,11
1535975,1095,prior,22,4,17,8
767692,1095,prior,23,1,19,4
3125588,1095,prior,24,5,19,4
916111,1095,prior,25,6,11,22
2686079,1095,prior,26,3,16,4
265038,1095,prior,27,3,22,7
2226059,1095,prior,28,5,21,30
1043443,1095,prior,29,0,11,9
239201,1095,prior,30,3,20,10
2268383,1095,prior,31,0,15,4
327915,1095,train,32,3,18,3
506376,1096,prior,1,0,14,
1291628,1096,prior,2,0,17,7
2457237,1096,prior,3,2,15,9
535519,1096,prior,4,1,15,20
2697291,1096,prior,5,0,11,6
1216021,1096,prior,6,2,18,9
1398448,1096,prior,7,0,16,5
51714,1096,prior,8,0,12,7
2527024,1096,prior,9,0,13,7
828291,1096,prior,10,3,15,3
3349491,1096,prior,11,0,13,4
1016413,1096,prior,12,1,15,8
2931337,1096,prior,13,3,17,2
1660768,1096,prior,14,0,12,4
3319078,1096,prior,15,1,18,1
3405637,1096,prior,16,0,12,20
2222720,1096,prior,17,0,16,7
904168,1096,prior,18,1,16,8
2823230,1096,prior,19,1,14,14
1295088,1096,test,20,0,20,6
2055979,1097,prior,1,2,14,
177600,1097,prior,2,2,15,28
3128475,1097,prior,3,1,13,30
1205372,1097,test,4,3,16,30
457182,1098,prior,1,4,17,
927896,1098,prior,2,1,9,30
925895,1098,prior,3,6,9,30
2784114,1098,test,4,4,19,12
1252052,1099,prior,1,3,8,
2461142,1099,prior,2,4,9,15
3056082,1099,prior,3,1,0,4
691308,1099,prior,4,5,9,4
2640571,1099,prior,5,1,9,17
2701279,1099,prior,6,4,12,3
3261670,1099,prior,7,4,15,14
3362118,1099,prior,8,1,9,11
2065685,1099,train,9,0,14,13
1460210,1100,prior,1,1,10,
1286863,1100,prior,2,6,10,19
1653426,1100,prior,3,1,10,9
2055983,1100,prior,4,6,16,5
2899491,1100,prior,5,1,12,9
3256570,1100,prior,6,6,17,5
2298548,1100,prior,7,1,10,9
2634958,1100,test,8,1,18,7
146297,1101,prior,1,3,10,
1176253,1101,prior,2,1,15,12
3082855,1101,prior,3,2,11,8
2986519,1101,prior,4,2,15,7
1885706,1101,prior,5,5,9,17
1620674,1101,prior,6,6,13,1
1373894,1101,prior,7,4,10,30
2828553,1101,prior,8,4,12,14
3131416,1101,prior,9,3,11,27
1333676,1101,prior,10,4,10,29
2569351,1101,prior,11,5,0,15
2133062,1101,prior,12,5,14,30
1956279,1101,prior,13,1,13,24
1602747,1101,prior,14,3,15,9
2255999,1101,prior,15,5,9,9
960995,1101,prior,16,4,8,27
2408607,1101,prior,17,4,18,7
41715,1101,prior,18,4,10,7
1065022,1101,prior,19,3,9,20
2179249,1101,prior,20,4,11,1
2487676,1101,prior,21,5,1,8
3175429,1101,prior,22,1,10,3
3109137,1101,prior,23,4,20,10
387140,1101,train,24,5,0,8
3276721,1102,prior,1,1,22,
3284001,1102,prior,2,3,22,16
302205,1102,prior,3,3,20,7
1201026,1102,prior,4,1,9,12
2218150,1102,prior,5,1,10,30
1389223,1102,prior,6,1,15,14
301503,1102,prior,7,3,9,30
2085926,1102,prior,8,2,9,30
2730595,1102,prior,9,4,16,30
3135267,1102,train,10,1,16,30
2029335,1103,prior,1,2,12,
15354,1103,prior,2,3,11,8
2751381,1103,prior,3,5,12,9
2645260,1103,prior,4,1,9,10
2364963,1103,prior,5,2,9,8
2650466,1103,prior,6,3,10,15
1475370,1103,prior,7,4,13,8
1684278,1103,test,8,1,11,25
3364141,1104,prior,1,5,12,
2891736,1104,prior,2,1,10,10
1833488,1104,prior,3,4,11,3
247135,1104,prior,4,5,10,1
1865221,1104,prior,5,2,10,18
1214120,1104,prior,6,1,16,13
2154647,1104,prior,7,1,16,0
2597353,1104,train,8,2,17,30
832266,1105,prior,1,4,19,
14093,1105,prior,2,5,7,8
1752224,1105,prior,3,5,16,7
2029059,1105,prior,4,5,12,7
3004385,1105,prior,5,5,6,7
415996,1105,prior,6,5,7,7
1170802,1105,prior,7,4,6,6
364097,1105,train,8,4,13,14
2463494,1106,prior,1,2,11,
1862309,1106,prior,2,1,15,6
342869,1106,prior,3,2,16,8
1740270,1106,prior,4,4,13,2
2870731,1106,prior,5,2,10,12
1406398,1106,prior,6,2,12,7
2266248,1106,prior,7,2,12,7
336532,1106,prior,8,1,15,20
1461756,1106,train,9,3,11,30
674847,1107,prior,1,6,13,
1852120,1107,prior,2,5,7,20
1425470,1107,prior,3,6,17,29
2923051,1107,prior,4,5,18,30
903882,1107,prior,5,5,14,7
3286915,1107,prior,6,5,15,14
1846061,1107,prior,7,1,13,10
2643563,1107,prior,8,6,12,5
2962382,1107,prior,9,6,15,7
3381656,1107,prior,10,5,13,13
591412,1107,prior,11,2,9,4
215971,1107,prior,12,5,17,3
990355,1107,prior,13,6,12,8
1656291,1107,prior,14,6,11,7
3406277,1107,prior,15,6,11,14
2032831,1107,prior,16,5,17,13
2750385,1107,prior,17,1,11,3
3277648,1107,prior,18,5,17,4
3126274,1107,prior,19,0,14,2
530890,1107,prior,20,6,9,6
1053291,1107,prior,21,3,18,4
1697684,1107,prior,22,0,12,4
2053946,1107,prior,23,1,10,1
3336966,1107,prior,24,6,18,5
66341,1107,prior,25,0,14,1
2283873,1107,prior,26,5,17,5
1904733,1107,prior,27,3,17,5
471598,1107,prior,28,0,15,4
2103751,1107,prior,29,4,18,4
456256,1107,prior,30,0,8,3
3148758,1107,prior,31,6,16,6
3255896,1107,prior,32,1,14,2
437041,1107,train,33,5,16,11
2242172,1108,prior,1,6,7,
2011619,1108,prior,2,5,15,13
1004211,1108,prior,3,0,14,16
2230969,1108,prior,4,6,13,6
3281426,1108,prior,5,6,8,21
1263269,1108,prior,6,5,12,13
2461911,1108,prior,7,6,9,15
1010252,1108,prior,8,5,17,13
1219177,1108,prior,9,6,7,30
3381268,1108,test,10,6,7,28
673128,1109,prior,1,4,12,
128696,1109,prior,2,3,6,20
3372035,1109,prior,3,0,14,4
1371292,1109,prior,4,4,16,11
535856,1109,prior,5,3,6,6
2941146,1109,prior,6,4,8,15
3076239,1109,prior,7,3,19,13
340798,1109,prior,8,4,22,8
2317713,1109,prior,9,5,4,8
2688291,1109,prior,10,6,16,8
472459,1109,prior,11,5,13,6
2416448,1109,prior,12,5,14,7
2957506,1109,prior,13,3,13,5
947886,1109,prior,14,1,14,5
2953411,1109,prior,15,6,6,5
2278646,1109,prior,16,5,1,13
2518593,1109,prior,17,6,15,1
2618531,1109,prior,18,5,17,6
2246983,1109,prior,19,5,14,7
2628302,1109,prior,20,5,11,7
437736,1109,prior,21,2,14,11
802690,1109,prior,22,3,14,8
2899129,1109,prior,23,1,17,12
2728378,1109,prior,24,6,17,12
1531553,1109,prior,25,5,16,6
3356285,1109,prior,26,1,16,3
2149178,1109,prior,27,1,16,0
1788038,1109,prior,28,4,12,10
964932,1109,prior,29,6,3,9
2850520,1109,prior,30,5,17,6
3103443,1109,prior,31,2,13,11
1946602,1109,prior,32,5,12,3
393511,1109,prior,33,4,22,6
565428,1109,prior,34,4,13,7
1844567,1109,prior,35,5,15,29
1607926,1109,prior,36,1,21,3
3050529,1109,prior,37,5,4,11
490397,1109,prior,38,1,15,30
1601439,1109,test,39,5,14,4
2677544,1110,prior,1,0,12,
1415771,1110,prior,2,5,18,19
2059359,1110,prior,3,3,17,19
3228980,1110,prior,4,1,13,30
1237525,1110,train,5,0,11,30
2019882,1111,prior,1,0,12,
1499440,1111,prior,2,2,12,2
2464113,1111,prior,3,1,14,13
2609578,1111,prior,4,4,13,3
665070,1111,prior,5,2,10,19
55989,1111,prior,6,5,13,3
1989652,1111,prior,7,3,10,12
1186517,1111,prior,8,3,9,7
399181,1111,prior,9,1,8,5
763302,1111,prior,10,1,8,7
947821,1111,prior,11,3,14,2
1445908,1111,prior,12,1,9,26
3419249,1111,test,13,1,9,14
1224972,1112,prior,1,2,14,
775044,1112,prior,2,1,17,6
2937751,1112,prior,3,0,16,13
2743601,1112,prior,4,1,1,15
1484019,1112,prior,5,3,17,30
3044875,1112,prior,6,1,16,30
940587,1112,prior,7,1,13,7
2352562,1112,prior,8,4,18,24
2109996,1112,prior,9,5,16,8
835745,1112,prior,10,4,18,6
3365113,1112,prior,11,3,18,13
356584,1112,train,12,0,12,30
460243,1113,prior,1,4,19,
1261889,1113,prior,2,0,15,17
978115,1113,prior,3,0,15,30
2341089,1113,prior,4,0,14,30
2999631,1113,train,5,1,21,30
588587,1114,prior,1,0,13,
2513424,1114,prior,2,0,11,28
2117680,1114,prior,3,6,10,30
1527770,1114,train,4,0,11,30
2521380,1115,prior,1,0,12,
1994860,1115,prior,2,4,14,4
2388394,1115,prior,3,0,11,10
2695328,1115,prior,4,2,12,2
1125502,1115,prior,5,3,13,15
2548708,1115,prior,6,5,14,9
1929124,1115,prior,7,0,10,2
1322092,1115,prior,8,2,12,2
577346,1115,prior,9,2,8,7
1393895,1115,prior,10,4,13,30
1547874,1115,prior,11,1,12,30
1628265,1115,prior,12,2,15,15
972886,1115,test,13,5,12,30
3420235,1116,prior,1,4,18,
2585775,1116,prior,2,1,13,30
2167433,1116,prior,3,2,19,1
718688,1116,prior,4,0,17,12
2797862,1116,prior,5,0,17,0
2694977,1116,prior,6,5,12,26
2814937,1116,prior,7,2,13,4
1159365,1116,prior,8,4,12,2
736758,1116,prior,9,1,7,4
558553,1116,prior,10,1,7,0
3219366,1116,prior,11,4,13,3
3196268,1116,prior,12,2,20,19
731356,1116,prior,13,2,0,21
1271008,1116,prior,14,3,17,29
1298248,1116,prior,15,3,16,21
3288057,1116,test,16,5,23,30
901945,1117,prior,1,0,14,
1878304,1117,prior,2,3,13,17
2139321,1117,prior,3,2,17,6
2465021,1117,prior,4,1,19,20
559083,1117,prior,5,0,14,30
2802507,1117,test,6,6,14,6
428524,1118,prior,1,5,13,
2587471,1118,prior,2,1,13,10
2749909,1118,prior,3,0,14,6
3364840,1118,prior,4,3,21,3
3333388,1118,prior,5,2,11,6
1253606,1118,prior,6,2,6,14
1541761,1118,prior,7,0,12,30
2371590,1118,prior,8,1,20,30
936055,1118,prior,9,1,17,14
1081030,1118,train,10,5,11,25
2963062,1119,prior,1,4,9,
1288374,1119,prior,2,1,13,30
1924970,1119,prior,3,0,8,30
1857224,1119,prior,4,0,14,30
501815,1119,prior,5,4,13,30
1440533,1119,test,6,6,10,30
2170383,1120,prior,1,3,10,
1419234,1120,prior,2,0,9,4
164680,1120,prior,3,1,14,1
3367598,1120,prior,4,3,9,2
998594,1120,prior,5,5,18,2
1203395,1120,prior,6,6,12,8
2952133,1120,prior,7,1,12,2
2231630,1120,prior,8,3,11,2
1657108,1120,prior,9,0,17,11
2286024,1120,prior,10,5,15,5
1308289,1120,prior,11,0,12,2
3115438,1120,prior,12,3,7,3
2477091,1120,prior,13,0,9,4
1946012,1120,prior,14,6,17,6
1895598,1120,prior,15,4,12,12
1345642,1120,prior,16,0,12,3
2852809,1120,prior,17,2,10,2
3048775,1120,prior,18,4,13,2
64421,1120,prior,19,1,16,4
2019038,1120,prior,20,4,16,3
2429103,1120,prior,21,0,9,3
1828365,1120,prior,22,2,9,2
380602,1120,prior,23,4,14,2
2252559,1120,prior,24,0,10,3
983350,1120,prior,25,6,17,6
431987,1120,prior,26,2,16,10
430237,1120,prior,27,5,13,3
1453488,1120,prior,28,0,15,2
3173030,1120,prior,29,3,18,3
1755115,1120,prior,30,0,18,4
3068979,1120,prior,31,5,8,5
964484,1120,prior,32,0,11,2
2895328,1120,prior,33,3,16,3
396923,1120,prior,34,5,13,2
677167,1120,prior,35,0,14,2
2676390,1120,prior,36,2,8,2
1581498,1120,prior,37,6,12,4
50843,1120,prior,38,1,9,2
1484464,1120,prior,39,3,11,2
809950,1120,prior,40,6,13,3
1150329,1120,prior,41,0,12,8
2206347,1120,prior,42,3,13,3
3247132,1120,prior,43,5,10,2
464036,1120,prior,44,0,12,2
1680708,1120,prior,45,1,9,8
2218127,1120,prior,46,3,12,2
2004495,1120,prior,47,6,11,3
1155359,1120,prior,48,2,8,3
2045406,1120,prior,49,5,14,3
1676699,1120,prior,50,0,14,2
307453,1120,prior,51,0,7,7
1510848,1120,prior,52,1,7,1
2323092,1120,prior,53,4,14,3
2832797,1120,prior,54,0,9,3
1895993,1120,prior,55,2,8,2
15276,1120,prior,56,5,11,3
1731843,1120,prior,57,1,12,3
378229,1120,prior,58,4,17,3
957344,1120,prior,59,6,18,2
567134,1120,prior,60,2,9,3
2229979,1120,prior,61,4,14,2
2595463,1120,prior,62,6,16,2
2047721,1120,prior,63,2,16,30
3261178,1120,prior,64,4,14,2
2593662,1120,prior,65,0,15,3
1361940,1120,prior,66,0,13,30
412331,1120,prior,67,1,8,1
717524,1120,prior,68,2,16,1
3360683,1120,prior,69,5,8,3
2293377,1120,prior,70,2,14,4
921134,1120,prior,71,4,7,2
1743690,1120,prior,72,6,15,2
2984875,1120,prior,73,2,7,3
3353398,1120,prior,74,6,7,4
1650233,1120,train,75,6,19,7
1677961,1121,prior,1,3,18,
2730740,1121,prior,2,6,15,10
1200961,1121,prior,3,6,16,30
2733374,1121,prior,4,6,8,14
2128112,1121,test,5,3,14,30
919106,1122,prior,1,5,10,
1665948,1122,prior,2,0,6,9
1071471,1122,prior,3,1,11,30
2602747,1122,prior,4,1,15,0
1805920,1122,prior,5,4,7,3
19639,1122,prior,6,0,15,3
1569230,1122,prior,7,3,16,10
462096,1122,prior,8,5,16,2
2180557,1122,prior,9,4,15,6
3252816,1122,prior,10,6,13,16
501561,1122,prior,11,0,18,8
1420468,1122,prior,12,1,17,1
1495355,1122,prior,13,5,17,30
1058886,1122,prior,14,4,13,27
3319997,1122,prior,15,0,17,3
1989787,1122,prior,16,1,16,30
801419,1122,prior,17,4,16,3
2357195,1122,prior,18,1,14,4
1485381,1122,prior,19,2,11,8
556363,1122,prior,20,4,13,2
3409264,1122,train,21,4,8,7
290308,1123,prior,1,5,7,
1474232,1123,prior,2,2,7,4
386516,1123,prior,3,1,14,20
2665596,1123,prior,4,4,20,17
2513949,1123,prior,5,5,7,30
3348451,1123,prior,6,4,20,30
2269249,1123,prior,7,5,7,8
564594,1123,train,8,6,9,8
2672619,1124,prior,1,5,14,
1734757,1124,prior,2,5,11,14
2573648,1124,prior,3,0,11,16
3334016,1124,prior,4,6,14,13
2389057,1124,prior,5,4,13,19
1836730,1124,prior,6,5,13,22
1175180,1124,prior,7,5,13,21
1049284,1124,prior,8,5,14,21
466715,1124,prior,9,3,13,19
280598,1124,prior,10,0,12,30
2061262,1124,test,11,0,13,30
2624898,1125,prior,1,1,8,
2807627,1125,prior,2,1,9,0
335155,1125,prior,3,2,15,8
720318,1125,prior,4,1,11,20
3256443,1125,prior,5,1,10,7
1860851,1125,test,6,3,18,30
3006945,1126,prior,1,3,18,
1707804,1126,prior,2,2,17,20
689328,1126,prior,3,0,10,30
1498942,1126,prior,4,3,17,10
1699014,1126,prior,5,0,10,25
2007901,1126,prior,6,2,13,16
2933229,1126,prior,7,1,15,30
566383,1126,prior,8,5,16,30
1089633,1126,prior,9,3,17,26
745438,1126,prior,10,6,15,30
1294240,1126,test,11,6,8,30
1335649,1127,prior,1,6,16,
357756,1127,prior,2,0,11,8
620067,1127,prior,3,0,11,7
2131922,1127,prior,4,0,10,14
983686,1127,prior,5,6,15,20
1274584,1127,prior,6,1,13,30
2485297,1127,test,7,6,9,12
3364996,1128,prior,1,0,11,
2774448,1128,prior,2,5,23,30
2961293,1128,prior,3,3,17,30
3242840,1128,prior,4,2,16,27
2391030,1128,prior,5,0,15,26
155512,1128,prior,6,3,6,30
1586234,1128,prior,7,4,9,15
2708547,1128,prior,8,0,10,17
2034086,1128,train,9,2,14,30
2937176,1129,prior,1,6,14,
147786,1129,prior,2,2,10,10
703448,1129,prior,3,1,12,6
1663465,1129,train,4,5,8,4
1176162,1130,prior,1,5,13,
2093315,1130,prior,2,1,9,3
51245,1130,prior,3,4,10,3
897431,1130,prior,4,1,9,4
729067,1130,prior,5,1,9,7
1766837,1130,prior,6,1,9,7
1667336,1130,prior,7,1,9,7
128165,1130,prior,8,2,9,8
2005356,1130,prior,9,1,9,6
1222320,1130,prior,10,1,10,7
1790507,1130,prior,11,1,9,7
1395152,1130,prior,12,1,10,0
1361783,1130,prior,13,5,6,4
1312621,1130,prior,14,3,10,5
2225419,1130,prior,15,1,9,12
2188223,1130,prior,16,1,10,7
3165854,1130,prior,17,1,9,7
857305,1130,prior,18,1,9,7
3059236,1130,prior,19,1,9,14
2802970,1130,prior,20,1,9,7
1215292,1130,prior,21,1,9,7
3405277,1130,prior,22,3,12,2
1812874,1130,prior,23,1,9,5
1231808,1130,prior,24,1,9,7
3269928,1130,prior,25,1,9,7
1953399,1130,prior,26,1,9,7
1312493,1130,prior,27,1,10,7
28331,1130,prior,28,2,10,1
1414029,1130,prior,29,3,9,8
1410964,1130,prior,30,1,11,5
3166271,1130,prior,31,4,10,3
3150427,1130,prior,32,1,9,4
3349617,1130,prior,33,1,9,7
758804,1130,prior,34,2,9,8
1575330,1130,prior,35,1,9,6
2334055,1130,prior,36,1,9,7
974320,1130,prior,37,3,9,2
3305223,1130,prior,38,4,12,1
3299868,1130,prior,39,4,13,7
884351,1130,prior,40,1,9,4
1443697,1130,prior,41,1,9,7
3275967,1130,prior,42,1,9,7
2771477,1130,prior,43,1,9,7
963409,1130,prior,44,1,9,7
2800433,1130,prior,45,1,9,7
36054,1130,prior,46,1,9,7
2483067,1130,prior,47,1,9,7
1051443,1130,prior,48,1,8,7
3143966,1130,prior,49,2,9,22
2916351,1130,train,50,1,9,6
1345781,1131,prior,1,4,14,
3415136,1131,prior,2,5,11,8
318377,1131,prior,3,3,15,5
391547,1131,prior,4,6,10,10
48172,1131,prior,5,0,13,8
619434,1131,prior,6,0,7,14
1104641,1131,prior,7,4,17,18
1678834,1131,train,8,1,15,18
1301468,1132,prior,1,4,14,
1235282,1132,prior,2,1,10,30
630358,1132,prior,3,2,8,8
531264,1132,prior,4,1,9,6
411470,1132,prior,5,5,6,11
1308680,1132,prior,6,1,8,3
873146,1132,prior,7,5,15,18
989513,1132,prior,8,5,9,7
2203711,1132,prior,9,5,11,7
628678,1132,prior,10,2,14,11
1133686,1132,prior,11,4,7,30
3359801,1132,prior,12,4,10,0
659066,1132,train,13,2,9,5
1120959,1133,prior,1,2,23,
2951088,1133,prior,2,6,23,30
660682,1133,prior,3,0,13,15
42429,1133,prior,4,2,14,16
3088297,1133,prior,5,0,14,30
2685292,1133,prior,6,0,16,30
1058980,1133,train,7,5,9,5
551956,1134,prior,1,5,8,
1186561,1134,prior,2,2,8,4
341399,1134,prior,3,3,23,1
1867180,1134,prior,4,1,15,5
1498024,1134,prior,5,3,12,2
2870313,1134,prior,6,1,12,5
810089,1134,prior,7,4,10,3
903178,1134,prior,8,1,12,4
596171,1134,prior,9,3,9,2
133733,1134,prior,10,1,1,5
3367947,1134,train,11,4,21,3
2718961,1135,prior,1,6,11,
27287,1135,prior,2,6,13,30
1926735,1135,prior,3,6,12,30
2485339,1135,prior,4,6,12,7
615968,1135,test,5,0,13,22
2929674,1136,prior,1,4,16,
1550066,1136,prior,2,5,8,29
1545913,1136,prior,3,6,12,8
1679278,1136,prior,4,4,17,30
727915,1136,prior,5,3,15,20
2504439,1136,prior,6,4,19,1
518039,1136,prior,7,0,11,3
3233893,1136,prior,8,3,17,3
295596,1136,prior,9,4,14,1
1425633,1136,prior,10,2,19,19
1165744,1136,prior,11,3,11,15
1331315,1136,prior,12,4,11,8
2763124,1136,prior,13,3,16,6
3058586,1136,prior,14,0,21,18
365877,1136,prior,15,0,9,21
2567648,1136,prior,16,5,16,12
2326803,1136,prior,17,1,8,10
614941,1136,prior,18,1,15,7
2977100,1136,prior,19,6,8,19
2097996,1136,prior,20,4,13,12
2374587,1136,prior,21,1,12,4
1171770,1136,prior,22,4,16,10
500912,1136,prior,23,1,17,11
1755364,1136,prior,24,0,17,20
3013668,1136,prior,25,6,16,30
2560858,1136,train,26,3,18,4
2744912,1137,prior,1,6,12,
2097626,1137,prior,2,6,15,30
563445,1137,prior,3,5,12,20
3366473,1137,prior,4,5,18,0
1018175,1137,prior,5,6,10,15
2380735,1137,prior,6,6,16,21
627297,1137,prior,7,0,15,29
1682164,1137,prior,8,3,6,10
952512,1137,prior,9,6,10,30
1442654,1137,prior,10,6,11,14
289494,1137,prior,11,6,11,0
147278,1137,prior,12,0,13,22
2546034,1137,prior,13,0,12,21
3145455,1137,prior,14,3,9,30
1420961,1137,prior,15,6,18,24
714005,1137,test,16,1,10,9
2757759,1138,prior,1,5,13,
578802,1138,prior,2,6,16,22
1911852,1138,prior,3,4,11,5
108205,1138,prior,4,4,15,14
689887,1138,prior,5,3,11,6
3164418,1138,prior,6,1,18,5
3167592,1138,prior,7,5,16,18
505656,1138,prior,8,6,14,1
3375579,1138,prior,9,5,18,6
136773,1138,prior,10,6,14,1
3326469,1138,prior,11,2,17,3
2857140,1138,prior,12,1,16,6
973231,1138,prior,13,0,9,6
1422725,1138,prior,14,2,19,2
1195534,1138,prior,15,4,17,9
2610580,1138,prior,16,1,19,4
648797,1138,prior,17,3,15,2
1239382,1138,prior,18,6,16,3
1493376,1138,prior,19,5,13,6
1741075,1138,prior,20,4,17,13
1539998,1138,prior,21,6,17,9
760138,1138,prior,22,3,18,4
3217755,1138,prior,23,5,17,2
1763307,1138,prior,24,6,16,1
2051106,1138,prior,25,1,12,2
60593,1138,prior,26,0,14,6
2068801,1138,prior,27,6,17,6
785849,1138,prior,28,2,10,3
509512,1138,prior,29,0,12,5
2373824,1138,prior,30,3,14,3
1794738,1138,prior,31,5,13,2
1764629,1138,prior,32,2,13,4
236321,1138,prior,33,6,11,18
41174,1138,prior,34,3,11,4
2037695,1138,prior,35,5,7,2
3410981,1138,prior,36,1,19,3
2623995,1138,prior,37,4,10,3
337265,1138,prior,38,0,11,3
1254613,1138,prior,39,1,11,1
286482,1138,prior,40,4,11,3
2364724,1138,prior,41,5,14,1
1801423,1138,prior,42,5,9,7
2713412,1138,prior,43,2,13,4
1355452,1138,prior,44,5,18,3
350293,1138,prior,45,4,16,6
1181695,1138,prior,46,1,14,4
285308,1138,prior,47,0,9,30
249110,1138,prior,48,2,18,2
938590,1138,prior,49,1,16,6
1164656,1138,prior,50,4,9,3
2271093,1138,prior,51,6,0,2
2574000,1138,prior,52,6,9,0
3213924,1138,prior,53,6,9,0
2215557,1138,prior,54,4,14,5
889995,1138,prior,55,6,9,2
1271289,1138,prior,56,3,10,4
2820720,1138,prior,57,0,15,4
1602760,1138,prior,58,1,13,1
3416712,1138,prior,59,2,8,1
507309,1138,test,60,4,9,2
461086,1139,prior,1,6,20,
925942,1139,prior,2,3,10,11
878502,1139,prior,3,6,20,3
2558643,1139,prior,4,6,14,14
558617,1139,prior,5,6,17,14
697146,1139,prior,6,2,16,10
658172,1139,prior,7,0,21,12
2046384,1139,prior,8,3,7,10
1890023,1139,prior,9,0,13,11
1218980,1139,prior,10,6,11,13
1435163,1139,prior,11,1,18,9
403630,1139,prior,12,5,23,18
933844,1139,prior,13,0,9,9
581529,1139,prior,14,0,16,21
20000,1139,prior,15,1,10,15
2019661,1139,prior,16,0,6,20
430805,1139,prior,17,5,20,12
3011082,1139,prior,18,4,10,30
185550,1139,prior,19,5,11,22
1022768,1139,prior,20,3,11,5
1882388,1139,prior,21,2,19,6
456110,1139,prior,22,6,14,11
1657198,1139,prior,23,6,16,7
2897932,1139,prior,24,1,10,9
1232846,1139,prior,25,5,17,4
713807,1139,prior,26,0,17,9
1570073,1139,prior,27,4,10,11
1978714,1139,prior,28,6,12,9
852799,1139,prior,29,2,15,24
541039,1139,train,30,0,11,12
