order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,order_status,payment_status,order_timestamp,total_amount
1628685,678,prior,21,1,21,14,DELIVERED,REFUNDED,54:31.3,1595.78
2496659,678,test,22,5,16,4,CANCELLED,PAID,54:31.3,564.82
2636277,679,prior,1,5,15,,PLACED,PAID,54:31.3,1423.38
1907929,679,prior,2,1,16,24,CANCELLED,REFUNDED,54:31.3,1518.12
3069189,679,prior,3,4,18,17,CANCELLED,REFUNDED,54:31.3,642.6
2220917,679,prior,4,4,18,7,DELIVERED,PAID,54:31.3,1194.4
1745932,679,prior,5,3,17,30,CANCELLED,REFUNDED,54:31.3,2160.17
2686887,679,prior,6,1,18,26,PLACED,REFUNDED,54:31.3,2343.48
469837,679,prior,7,2,17,15,DELIVERED,REFUNDED,54:31.3,1211.5
1538796,679,prior,8,5,16,30,DELIVERED,REFUNDED,54:31.3,800.01
2676901,679,test,9,3,16,19,PLACED,PAID,54:31.3,1872.75
653868,680,prior,1,0,22,,DELIVERED,PAID,54:31.3,1867.03
2801670,680,prior,2,2,14,30,PLACED,FAILED,54:31.3,2059.61
763244,680,prior,3,0,17,30,CANCELLED,REFUNDED,54:31.3,1042.08
546042,680,prior,4,0,21,21,CANCELLED,FAILED,54:31.3,1185.71
296844,680,prior,5,5,19,5,PLACED,REFUNDED,54:31.3,564.44
2256784,680,prior,6,0,9,30,PLACED,REFUNDED,54:31.3,1540.23
1405257,680,train,7,1,19,1,PLACED,FAILED,54:31.3,504.55
392048,681,prior,1,0,13,,CANCELLED,PAID,54:31.3,1571.96
1961617,681,prior,2,5,16,12,PLACED,PAID,54:31.3,1009.25
2606357,681,prior,3,2,11,11,PLACED,REFUNDED,54:31.3,1865
2194922,681,prior,4,0,11,5,PLACED,FAILED,54:31.3,1097.45
2177066,681,prior,5,6,11,13,CANCELLED,FAILED,54:31.3,739.39
1078531,681,test,6,5,13,13,DELIVERED,REFUNDED,54:31.3,1950.43
1292059,682,prior,1,0,14,,DELIVERED,PAID,54:31.3,1503.15
2151152,682,prior,2,0,8,14,DELIVERED,PAID,54:31.3,254.39
2035569,682,prior,3,3,9,3,DELIVERED,FAILED,54:31.3,927.38
1084533,682,prior,4,5,9,30,PLACED,PAID,54:31.3,894.45
3272552,682,prior,5,5,14,21,PLACED,PAID,54:31.3,872.36
1405134,682,prior,6,2,21,4,DELIVERED,PAID,54:31.3,1058.08
2050918,682,prior,7,2,13,14,DELIVERED,REFUNDED,54:31.3,1992.42
2123225,682,prior,8,2,23,28,DELIVERED,REFUNDED,54:31.3,265.13
3154219,682,prior,9,3,13,8,CANCELLED,REFUNDED,54:31.3,382.61
2677146,682,prior,10,1,9,12,CANCELLED,FAILED,54:31.3,1349.89
1320607,682,prior,11,3,14,2,CANCELLED,REFUNDED,54:31.3,1597.96
2079577,682,prior,12,2,11,6,CANCELLED,REFUNDED,54:31.3,1540.46
1635937,682,prior,13,2,20,7,DELIVERED,REFUNDED,54:31.3,254
2184637,682,prior,14,3,13,8,PLACED,PAID,54:31.3,880.26
29667,682,prior,15,2,22,6,PLACED,REFUNDED,54:31.3,572.45
2371654,682,prior,16,3,14,30,PLACED,PAID,54:31.3,1712.1
1685512,682,prior,17,3,15,21,PLACED,REFUNDED,54:31.3,2386.11
47583,682,prior,18,0,10,11,PLACED,FAILED,54:31.3,512.62
1374172,682,prior,19,0,12,0,DELIVERED,REFUNDED,54:31.3,1830.44
783434,682,train,20,3,8,17,PLACED,PAID,54:31.3,2119.78
3055679,683,prior,1,3,8,,CANCELLED,FAILED,54:31.3,1603.59
1692533,683,prior,2,5,12,30,DELIVERED,FAILED,54:31.3,1757.95
1232895,683,prior,3,4,10,6,DELIVERED,PAID,54:31.3,1624.01
1706937,683,prior,4,3,8,27,PLACED,REFUNDED,54:31.3,2451.92
888042,683,prior,5,6,12,10,DELIVERED,FAILED,54:31.3,1517.27
94502,683,prior,6,0,18,30,DELIVERED,FAILED,54:31.3,2206.16
2278368,683,test,7,3,16,17,CANCELLED,REFUNDED,54:31.3,1270.92
1476546,684,prior,1,3,11,,PLACED,PAID,54:31.3,1992.51
648007,684,prior,2,3,13,7,PLACED,REFUNDED,54:31.3,293.12
2864781,684,prior,3,2,14,6,DELIVERED,FAILED,54:31.3,1044.69
2643012,684,prior,4,1,10,6,CANCELLED,REFUNDED,54:31.3,962.28
365775,684,prior,5,1,14,7,CANCELLED,FAILED,54:31.3,2443.73
616182,684,prior,6,1,15,7,CANCELLED,REFUNDED,54:31.3,1275.8
1962147,684,prior,7,2,12,8,DELIVERED,PAID,54:31.3,761.44
2865612,684,prior,8,1,10,6,PLACED,PAID,54:31.3,1101.19
228760,684,prior,9,1,12,7,CANCELLED,FAILED,54:31.3,1849.88
3280312,684,prior,10,1,11,7,CANCELLED,PAID,54:31.3,2179.17
2861253,684,prior,11,1,11,7,CANCELLED,REFUNDED,54:31.3,604.37
942299,684,prior,12,1,13,14,CANCELLED,REFUNDED,54:31.3,1842.71
118314,684,prior,13,1,13,7,PLACED,REFUNDED,54:31.3,393.29
3291457,684,prior,14,1,13,7,DELIVERED,FAILED,54:31.3,1615.73
968093,684,prior,15,1,9,14,PLACED,REFUNDED,54:31.3,2471.46
3153340,684,prior,16,1,12,7,DELIVERED,REFUNDED,54:31.3,1809.12
569079,684,prior,17,4,11,3,PLACED,PAID,54:31.3,2087.17
1540064,684,prior,18,1,9,4,DELIVERED,FAILED,54:31.3,1355.01
754179,684,prior,19,1,10,7,CANCELLED,FAILED,54:31.3,449.16
1093813,684,prior,20,2,10,8,PLACED,PAID,54:31.3,708.98
951937,684,prior,21,1,10,6,PLACED,FAILED,54:31.3,964.27
1626386,684,prior,22,1,9,7,DELIVERED,REFUNDED,54:31.3,1135.38
2881569,684,prior,23,1,10,7,CANCELLED,REFUNDED,54:31.3,1637.36
1036133,684,prior,24,1,9,7,PLACED,REFUNDED,54:31.3,2377.88
3229072,684,prior,25,1,10,7,PLACED,FAILED,54:31.3,2490.95
1438588,684,prior,26,1,9,7,PLACED,REFUNDED,54:31.3,1815.29
1696391,684,train,27,1,9,7,PLACED,REFUNDED,54:31.3,189.43
442364,685,prior,1,4,13,,CANCELLED,FAILED,54:31.3,2328.18
481688,685,prior,2,2,15,26,DELIVERED,REFUNDED,54:31.3,865.52
1074458,685,prior,3,5,22,10,DELIVERED,PAID,54:31.3,939.61
2238747,685,prior,4,2,12,30,PLACED,PAID,54:31.3,1977.69
143284,685,train,5,4,9,16,CANCELLED,REFUNDED,54:31.3,2295.32
2087939,686,prior,1,1,14,,DELIVERED,FAILED,54:31.3,944.33
2698174,686,prior,2,6,16,19,DELIVERED,FAILED,54:31.3,508.54
3074251,686,prior,3,0,14,30,DELIVERED,REFUNDED,54:31.3,1619.77
3196397,686,test,4,5,16,5,PLACED,PAID,54:31.3,909.98
806535,687,prior,1,6,14,,DELIVERED,FAILED,54:31.3,1876.09
1140627,687,prior,2,5,13,20,PLACED,REFUNDED,54:31.3,617.77
195301,687,prior,3,4,13,6,DELIVERED,FAILED,54:31.3,1874.17
1666226,687,prior,4,5,13,8,DELIVERED,PAID,54:31.3,1971.38
1985314,687,prior,5,0,9,9,CANCELLED,REFUNDED,54:31.3,1268.27
368279,687,prior,6,2,14,9,CANCELLED,FAILED,54:31.3,1136.05
3118168,687,prior,7,6,14,11,PLACED,PAID,54:31.3,2348.67
2258553,687,prior,8,3,9,18,CANCELLED,REFUNDED,54:31.3,211.62
2587585,687,prior,9,4,10,8,CANCELLED,PAID,54:31.3,704.15
2532533,687,prior,10,1,12,11,DELIVERED,REFUNDED,54:31.3,2245.25
659537,687,prior,11,1,13,21,PLACED,PAID,54:31.3,2236.82
2212121,687,prior,12,4,9,10,PLACED,REFUNDED,54:31.3,1829.06
1137234,687,prior,13,2,9,12,DELIVERED,FAILED,54:31.3,394.29
2244862,687,prior,14,5,10,30,DELIVERED,PAID,54:31.3,2141.89
439889,687,prior,15,6,12,8,PLACED,FAILED,54:31.3,1044.78
1033860,687,prior,16,6,10,28,PLACED,FAILED,54:31.3,1345.57
1191205,687,prior,17,3,14,18,PLACED,FAILED,54:31.3,1437.28
261625,687,prior,18,5,10,9,CANCELLED,PAID,54:31.3,289.17
3289145,687,prior,19,2,9,11,DELIVERED,REFUNDED,54:31.3,760.43
2810951,687,train,20,6,14,4,DELIVERED,REFUNDED,54:31.3,2462.1
1295855,688,prior,1,1,9,,DELIVERED,REFUNDED,54:31.3,2122.35
2647312,688,prior,2,1,10,28,PLACED,REFUNDED,54:31.3,1107.67
113791,688,prior,3,4,10,17,PLACED,REFUNDED,54:31.3,648.31
2295577,688,prior,4,4,9,7,DELIVERED,REFUNDED,54:31.3,2440.96
1455569,688,prior,5,3,16,6,PLACED,REFUNDED,54:31.3,851.16
3056207,688,prior,6,2,13,6,DELIVERED,PAID,54:31.3,1203.15
3372199,688,prior,7,1,10,6,DELIVERED,PAID,54:31.3,429.45
1711973,688,prior,8,1,10,0,CANCELLED,REFUNDED,54:31.3,1077.34
3035766,688,prior,9,3,11,2,DELIVERED,FAILED,54:31.3,1083.99
1486131,688,prior,10,1,10,5,CANCELLED,REFUNDED,54:31.3,2294.29
941297,688,prior,11,4,12,3,CANCELLED,FAILED,54:31.3,1650.11
702768,688,prior,12,1,11,11,CANCELLED,REFUNDED,54:31.3,1037.92
85077,688,prior,13,1,10,7,CANCELLED,FAILED,54:31.3,153.12
9068,688,prior,14,3,9,9,CANCELLED,FAILED,54:31.3,1497.95
260782,688,prior,15,4,8,1,CANCELLED,FAILED,54:31.3,1767.59
3295873,688,prior,16,4,16,0,PLACED,FAILED,54:31.3,1951.4
3049413,688,prior,17,5,11,1,PLACED,PAID,54:31.3,1618
2442559,688,prior,18,1,10,17,DELIVERED,FAILED,54:31.3,1961.18
1075056,688,prior,19,2,9,1,DELIVERED,REFUNDED,54:31.3,1177.02
2860774,688,prior,20,3,17,1,PLACED,FAILED,54:31.3,692.8
2673688,688,prior,21,1,10,5,PLACED,REFUNDED,54:31.3,1560.81
863171,688,prior,22,1,15,0,CANCELLED,REFUNDED,54:31.3,2393.87
714934,688,prior,23,3,10,2,DELIVERED,REFUNDED,54:31.3,438.28
2468802,688,prior,24,4,11,8,CANCELLED,FAILED,54:31.3,1804.97
1614386,688,prior,25,2,10,12,CANCELLED,PAID,54:31.3,2369.96
1351448,688,prior,26,4,11,2,PLACED,PAID,54:31.3,517.24
2777965,688,prior,27,1,9,4,CANCELLED,REFUNDED,54:31.3,652.63
2666829,688,prior,28,2,10,8,CANCELLED,REFUNDED,54:31.3,233.22
2546667,688,prior,29,2,12,0,PLACED,REFUNDED,54:31.3,733.28
1478942,688,prior,30,4,10,2,PLACED,REFUNDED,54:31.3,375.32
120029,688,prior,31,1,10,4,PLACED,FAILED,54:31.3,1902.27
2849481,688,prior,32,1,10,0,CANCELLED,REFUNDED,54:31.3,1921.66
1710904,688,prior,33,2,12,1,DELIVERED,FAILED,54:31.3,1141.75
773463,688,prior,34,3,10,1,DELIVERED,PAID,54:31.3,1976.35
3006366,688,prior,35,1,9,5,PLACED,PAID,54:31.3,1625.3
1595809,688,prior,36,2,10,1,PLACED,FAILED,54:31.3,194.27
2605389,688,prior,37,1,9,6,PLACED,PAID,54:31.3,552.87
2065978,688,prior,38,3,13,2,CANCELLED,REFUNDED,54:31.3,419.3
723960,688,prior,39,1,9,5,DELIVERED,PAID,54:31.3,2031.21
2552294,688,prior,40,4,11,3,PLACED,PAID,54:31.3,2271.46
612357,688,prior,41,4,18,0,CANCELLED,FAILED,54:31.3,393.53
1725298,688,prior,42,4,8,7,PLACED,PAID,54:31.3,688.5
2617488,688,prior,43,4,11,0,CANCELLED,FAILED,54:31.3,1463.14
948787,688,prior,44,1,9,4,DELIVERED,PAID,54:31.3,1539.25
874943,688,prior,45,5,8,4,DELIVERED,REFUNDED,54:31.3,740.25
353496,688,prior,46,1,9,3,CANCELLED,FAILED,54:31.3,2161.65
2683555,688,prior,47,4,14,3,DELIVERED,FAILED,54:31.3,1310.73
321098,688,prior,48,1,13,4,PLACED,FAILED,54:31.3,653.83
1688642,688,prior,49,3,9,2,PLACED,REFUNDED,54:31.3,2098.52
1878840,688,prior,50,1,9,5,DELIVERED,REFUNDED,54:31.3,1203.83
2437399,688,prior,51,2,10,1,CANCELLED,PAID,54:31.3,262.64
968607,688,prior,52,3,8,1,DELIVERED,PAID,54:31.3,1500.14
2865173,688,prior,53,3,13,0,DELIVERED,REFUNDED,54:31.3,2355.05
2305683,688,prior,54,1,8,5,DELIVERED,PAID,54:31.3,764.15
274721,688,prior,55,4,11,3,PLACED,PAID,54:31.3,2475.51
2455292,688,prior,56,1,9,4,CANCELLED,FAILED,54:31.3,2266.45
2795652,688,prior,57,2,9,1,DELIVERED,PAID,54:31.3,2384.27
2020844,688,prior,58,1,11,6,PLACED,FAILED,54:31.3,150.53
437979,688,prior,59,1,13,0,DELIVERED,REFUNDED,54:31.3,2256.23
176163,688,prior,60,1,9,7,DELIVERED,PAID,54:31.3,1121.12
2543294,688,prior,61,5,8,4,PLACED,PAID,54:31.3,888.28
1086345,688,prior,62,1,9,3,PLACED,REFUNDED,54:31.3,370.82
1278948,688,prior,63,2,7,1,CANCELLED,REFUNDED,54:31.3,1076.48
695415,688,test,64,2,16,0,PLACED,REFUNDED,54:31.3,1956.76
2769567,689,prior,1,2,18,,CANCELLED,PAID,54:31.3,1428.77
2516537,689,prior,2,1,15,30,PLACED,PAID,54:31.3,1942.07
187239,689,prior,3,5,22,30,CANCELLED,REFUNDED,54:31.3,1141.36
1204921,689,train,4,3,15,30,PLACED,PAID,54:31.3,733.28
2033437,690,prior,1,4,19,,CANCELLED,PAID,54:31.3,2085.25
357419,690,prior,2,3,12,6,CANCELLED,REFUNDED,54:31.3,1400.5
628284,690,prior,3,2,19,6,CANCELLED,REFUNDED,54:31.3,2051.63
2224528,690,prior,4,5,11,3,DELIVERED,PAID,54:31.3,1587.45
1556500,690,prior,5,1,11,3,DELIVERED,FAILED,54:31.3,275.15
2510022,690,prior,6,2,15,8,CANCELLED,FAILED,54:31.3,948.01
2231209,690,prior,7,4,8,2,PLACED,PAID,54:31.3,2085.6
631683,690,prior,8,3,13,6,CANCELLED,REFUNDED,54:31.3,651.92
1373352,690,prior,9,3,17,0,DELIVERED,PAID,54:31.3,2035.99
588846,690,prior,10,2,16,6,DELIVERED,FAILED,54:31.3,631.64
2750619,690,prior,11,4,16,2,DELIVERED,FAILED,54:31.3,749.37
1342488,690,prior,12,4,20,7,DELIVERED,PAID,54:31.3,2114.17
2789482,690,prior,13,0,13,3,CANCELLED,PAID,54:31.3,1898.72
1329318,690,prior,14,3,19,3,DELIVERED,PAID,54:31.3,547.83
2686631,690,prior,15,1,17,5,PLACED,FAILED,54:31.3,1676.73
679615,690,prior,16,5,14,4,DELIVERED,REFUNDED,54:31.3,493.85
834987,690,prior,17,2,14,4,PLACED,FAILED,54:31.3,2072.42
1471269,690,prior,18,5,14,3,DELIVERED,FAILED,54:31.3,2070.79
417181,690,prior,19,1,15,3,CANCELLED,FAILED,54:31.3,1462.23
2424233,690,prior,20,6,16,5,DELIVERED,FAILED,54:31.3,2220.99
822338,690,prior,21,2,16,3,CANCELLED,FAILED,54:31.3,2310.91
3087991,690,prior,22,5,18,3,CANCELLED,FAILED,54:31.3,381.15
162117,690,prior,23,3,14,12,CANCELLED,REFUNDED,54:31.3,1311.22
2565257,690,prior,24,0,15,4,DELIVERED,REFUNDED,54:31.3,1844.62
3194613,690,prior,25,5,14,12,CANCELLED,PAID,54:31.3,2314.34
2116186,690,prior,26,1,10,3,CANCELLED,FAILED,54:31.3,406.85
2533852,690,prior,27,6,16,5,DELIVERED,FAILED,54:31.3,1438
220637,690,prior,28,1,16,2,CANCELLED,PAID,54:31.3,496.91
2228837,690,prior,29,4,14,3,CANCELLED,FAILED,54:31.3,923.51
1280536,690,prior,30,5,16,1,CANCELLED,PAID,54:31.3,342.8
2705259,690,prior,31,1,13,3,DELIVERED,FAILED,54:31.3,2429.27
1228141,690,prior,32,3,14,2,CANCELLED,PAID,54:31.3,1312.14
3145120,690,prior,33,1,15,5,PLACED,FAILED,54:31.3,1620.14
2967149,690,prior,34,5,14,4,DELIVERED,FAILED,54:31.3,1977.94
1517188,690,prior,35,4,15,6,PLACED,PAID,54:31.3,2406.91
2578411,690,prior,36,6,17,2,CANCELLED,PAID,54:31.3,1532.37
2615167,690,prior,37,4,9,5,CANCELLED,FAILED,54:31.3,1148.84
1786271,690,prior,38,6,16,2,CANCELLED,REFUNDED,54:31.3,1478.54
1569103,690,prior,39,2,13,3,PLACED,REFUNDED,54:31.3,622.53
2539298,690,prior,40,0,16,5,CANCELLED,REFUNDED,54:31.3,1755.03
2538252,690,prior,41,2,12,2,DELIVERED,PAID,54:31.3,2221.33
1643207,690,prior,42,4,18,2,CANCELLED,FAILED,54:31.3,1896.22
1190386,690,prior,43,2,11,5,PLACED,FAILED,54:31.3,1512.72
1661120,690,prior,44,4,20,2,PLACED,FAILED,54:31.3,552.15
332081,690,prior,45,4,16,7,CANCELLED,PAID,54:31.3,1946.75
2972488,690,prior,46,3,18,6,CANCELLED,PAID,54:31.3,621.07
3143997,690,prior,47,4,15,1,CANCELLED,FAILED,54:31.3,1333.07
3069808,690,prior,48,0,16,3,PLACED,REFUNDED,54:31.3,325.79
3380751,690,prior,49,2,16,2,CANCELLED,PAID,54:31.3,1705.85
944882,690,prior,50,5,16,3,PLACED,PAID,54:31.3,2228.56
203942,690,prior,51,0,10,2,PLACED,REFUNDED,54:31.3,1086.01
747308,690,prior,52,4,14,4,CANCELLED,REFUNDED,54:31.3,2210.45
1763299,690,prior,53,6,11,9,PLACED,FAILED,54:31.3,726.69
3049105,690,prior,54,4,15,5,CANCELLED,REFUNDED,54:31.3,163.04
1759287,690,prior,55,3,17,6,CANCELLED,REFUNDED,54:31.3,1821.35
2506338,690,prior,56,6,14,3,CANCELLED,FAILED,54:31.3,1680.32
687725,690,prior,57,4,14,5,DELIVERED,PAID,54:31.3,185.54
653544,690,prior,58,0,13,3,PLACED,PAID,54:31.3,791.96
2368091,690,prior,59,5,18,5,DELIVERED,PAID,54:31.3,2334.07
1886202,690,prior,60,0,20,2,PLACED,FAILED,54:31.3,1168.75
1860251,690,prior,61,1,14,1,DELIVERED,PAID,54:31.3,967.91
712058,690,prior,62,4,11,3,DELIVERED,REFUNDED,54:31.3,699.1
2437297,690,prior,63,6,10,2,PLACED,REFUNDED,54:31.3,810.69
1224545,690,prior,64,2,16,3,PLACED,REFUNDED,54:31.3,2066.57
2739715,690,prior,65,5,16,3,DELIVERED,FAILED,54:31.3,2312.71
308991,690,prior,66,1,17,3,PLACED,FAILED,54:31.3,1597.32
1805046,690,prior,67,2,13,1,DELIVERED,PAID,54:31.3,1691.42
527931,690,prior,68,4,14,2,PLACED,REFUNDED,54:31.3,1779.15
1660161,690,prior,69,0,13,3,CANCELLED,PAID,54:31.3,317.56
2664081,690,prior,70,1,11,1,PLACED,REFUNDED,54:31.3,1530.05
90065,690,prior,71,4,11,3,PLACED,REFUNDED,54:31.3,1532.98
322702,690,prior,72,2,16,5,PLACED,REFUNDED,54:31.3,344.35
1217704,690,prior,73,4,11,2,CANCELLED,FAILED,54:31.3,1113.63
1939624,690,prior,74,0,9,3,DELIVERED,PAID,54:31.3,522.05
3380581,690,prior,75,2,9,2,CANCELLED,PAID,54:31.3,294.84
2513352,690,prior,76,3,16,1,PLACED,FAILED,54:31.3,1265.29
1447219,690,prior,77,5,12,2,CANCELLED,PAID,54:31.3,1529.56
324321,690,prior,78,6,15,1,DELIVERED,REFUNDED,54:31.3,1964.06
349204,690,prior,79,4,16,5,DELIVERED,REFUNDED,54:31.3,1718.29
2039296,690,prior,80,0,14,3,CANCELLED,REFUNDED,54:31.3,1665.27
1932844,690,prior,81,2,14,2,CANCELLED,PAID,54:31.3,2092.73
3194375,690,prior,82,3,13,1,PLACED,PAID,54:31.3,1678.61
1473498,690,prior,83,4,16,1,DELIVERED,PAID,54:31.3,1073.91
3033308,690,prior,84,5,16,1,PLACED,REFUNDED,54:31.3,1014.17
1475427,690,prior,85,0,13,2,CANCELLED,FAILED,54:31.3,1635.39
1519475,690,prior,86,0,16,0,DELIVERED,FAILED,54:31.3,1052.88
2058234,690,prior,87,5,12,5,DELIVERED,REFUNDED,54:31.3,177.93
343756,690,prior,88,0,13,2,PLACED,PAID,54:31.3,942.27
168739,690,prior,89,3,17,3,PLACED,REFUNDED,54:31.3,895.13
2188085,690,prior,90,0,12,4,DELIVERED,PAID,54:31.3,1622.3
347765,690,prior,91,3,9,3,PLACED,REFUNDED,54:31.3,2075.01
3006729,690,prior,92,4,10,1,DELIVERED,PAID,54:31.3,827.37
2706379,690,prior,93,5,13,1,DELIVERED,FAILED,54:31.3,801.49
1773558,690,prior,94,2,10,4,PLACED,FAILED,54:31.3,812.97
2289770,690,prior,95,5,14,3,CANCELLED,FAILED,54:31.3,604.94
2928530,690,prior,96,2,13,4,CANCELLED,REFUNDED,54:31.3,2184.98
1714173,690,prior,97,4,14,2,PLACED,FAILED,54:31.3,2214.45
3223876,690,prior,98,6,19,2,CANCELLED,PAID,54:31.3,748.69
1311132,690,prior,99,2,15,3,PLACED,FAILED,54:31.3,1343.25
3327840,690,train,100,4,11,2,DELIVERED,REFUNDED,54:31.3,449.4
1131917,691,prior,1,1,13,,CANCELLED,FAILED,54:31.3,638.21
536347,691,prior,2,5,21,4,DELIVERED,PAID,54:31.3,2444.77
880012,691,prior,3,4,12,30,DELIVERED,REFUNDED,54:31.3,1669.13
3010461,691,prior,4,6,12,9,DELIVERED,FAILED,54:31.3,1720.94
130902,691,prior,5,5,15,6,PLACED,REFUNDED,54:31.3,1083.35
2555219,691,prior,6,3,8,19,CANCELLED,FAILED,54:31.3,234.32
1682487,691,prior,7,0,15,4,PLACED,FAILED,54:31.3,2252.59
3393778,691,prior,8,0,22,14,DELIVERED,REFUNDED,54:31.3,212.35
2940180,691,prior,9,2,18,9,PLACED,REFUNDED,54:31.3,357.7
3051385,691,prior,10,5,8,17,DELIVERED,FAILED,54:31.3,2000.96
1041338,691,prior,11,5,12,30,PLACED,PAID,54:31.3,602
2343357,691,prior,12,4,13,13,CANCELLED,PAID,54:31.3,203.54
1223920,691,prior,13,1,11,11,PLACED,PAID,54:31.3,1908.63
962470,691,prior,14,6,15,19,PLACED,FAILED,54:31.3,2377.35
1971145,691,prior,15,0,18,30,DELIVERED,REFUNDED,54:31.3,2460.32
119829,691,prior,16,2,16,2,DELIVERED,PAID,54:31.3,1398.69
2898988,691,prior,17,4,14,9,PLACED,REFUNDED,54:31.3,1315.82
2683860,691,prior,18,1,16,30,CANCELLED,REFUNDED,54:31.3,1776.33
133345,691,prior,19,5,22,11,CANCELLED,REFUNDED,54:31.3,1369.65
1060084,691,prior,20,1,14,10,PLACED,REFUNDED,54:31.3,1007.18
2836919,691,prior,21,3,10,2,PLACED,PAID,54:31.3,243.68
526461,691,prior,22,4,11,8,PLACED,PAID,54:31.3,1690.22
1379024,691,train,23,6,23,16,PLACED,PAID,54:31.3,1054.65
1032231,692,prior,1,0,9,,PLACED,PAID,54:31.3,723.22
1852180,692,prior,2,6,18,30,PLACED,REFUNDED,54:31.3,269.73
2849910,692,prior,3,0,16,8,DELIVERED,PAID,54:31.3,202.08
1459456,692,prior,4,6,9,27,CANCELLED,REFUNDED,54:31.3,502.63
1958210,692,prior,5,2,15,10,PLACED,FAILED,54:31.3,244.12
2847470,692,prior,6,5,6,30,PLACED,FAILED,54:31.3,2220.5
1312219,692,prior,7,3,18,5,CANCELLED,FAILED,54:31.3,191.87
1110806,692,prior,8,0,9,18,DELIVERED,PAID,54:31.3,1267.37
1369860,692,prior,9,0,12,21,PLACED,PAID,54:31.3,2210.13
3404454,692,prior,10,6,20,27,CANCELLED,REFUNDED,54:31.3,699.72
1784286,692,prior,11,4,21,19,PLACED,REFUNDED,54:31.3,2255.68
1842223,692,train,12,6,18,23,DELIVERED,PAID,54:31.3,1735.25
1767303,693,prior,1,4,10,,PLACED,PAID,54:31.3,2283.56
2034135,693,prior,2,0,12,10,CANCELLED,FAILED,54:31.3,949.57
289434,693,prior,3,1,8,30,PLACED,FAILED,54:31.3,1465.93
1462192,693,prior,4,3,11,2,CANCELLED,FAILED,54:31.3,1863.65
257614,693,prior,5,2,18,6,DELIVERED,FAILED,54:31.3,2455.68
2121710,693,test,6,0,8,19,PLACED,REFUNDED,54:31.3,836.06
3195404,694,prior,1,6,12,,DELIVERED,REFUNDED,54:31.3,578.77
2503068,694,prior,2,0,18,30,DELIVERED,REFUNDED,54:31.3,810.63
1832111,694,prior,3,4,10,25,CANCELLED,PAID,54:31.3,2376.76
3351274,694,prior,4,5,6,30,PLACED,PAID,54:31.3,741.52
3013020,694,prior,5,6,13,15,CANCELLED,REFUNDED,54:31.3,1505.73
2489595,694,prior,6,4,9,30,DELIVERED,PAID,54:31.3,347.58
2385054,694,prior,7,6,12,9,CANCELLED,FAILED,54:31.3,461.67
1168616,694,prior,8,6,15,21,PLACED,REFUNDED,54:31.3,184.17
2524486,694,train,9,6,22,21,DELIVERED,PAID,54:31.3,846.01
1184817,695,prior,1,6,16,,CANCELLED,PAID,54:31.3,1876.19
2718784,695,prior,2,5,16,6,PLACED,PAID,54:31.3,1579.09
1807932,695,prior,3,6,16,1,CANCELLED,REFUNDED,54:31.3,1148.05
1063245,695,train,4,5,16,6,CANCELLED,PAID,54:31.3,490.95
1226162,696,prior,1,1,16,,CANCELLED,REFUNDED,54:31.3,1278.03
752210,696,prior,2,1,9,7,PLACED,PAID,54:31.3,612.43
194646,696,prior,3,1,8,14,CANCELLED,PAID,54:31.3,1275.46
2647064,696,prior,4,1,10,7,CANCELLED,FAILED,54:31.3,1260.76
404561,696,prior,5,1,8,7,DELIVERED,PAID,54:31.3,601.78
600413,696,prior,6,2,10,8,CANCELLED,REFUNDED,54:31.3,875.36
2247168,696,prior,7,1,8,6,CANCELLED,PAID,54:31.3,2394.95
1698789,696,prior,8,1,9,7,CANCELLED,PAID,54:31.3,1310.6
1373260,696,prior,9,1,8,7,DELIVERED,REFUNDED,54:31.3,539.26
1281925,696,prior,10,1,9,7,DELIVERED,PAID,54:31.3,1231.72
576228,696,prior,11,2,8,8,DELIVERED,FAILED,54:31.3,2254.05
2876783,696,prior,12,1,8,6,DELIVERED,REFUNDED,54:31.3,2088.1
3144409,696,prior,13,1,8,7,DELIVERED,PAID,54:31.3,1109.01
399148,696,prior,14,1,8,7,PLACED,PAID,54:31.3,1110.64
407614,696,prior,15,1,8,21,CANCELLED,PAID,54:31.3,758.77
2596328,696,prior,16,2,10,1,PLACED,PAID,54:31.3,822.07
2459225,696,prior,17,1,10,6,PLACED,REFUNDED,54:31.3,1597.94
1335781,696,prior,18,1,9,7,PLACED,FAILED,54:31.3,1600.87
1180505,696,prior,19,2,10,8,CANCELLED,REFUNDED,54:31.3,338.98
3161273,696,prior,20,3,20,1,PLACED,REFUNDED,54:31.3,1132.56
2395501,696,prior,21,1,10,5,CANCELLED,PAID,54:31.3,687.31
2995266,696,prior,22,1,10,7,CANCELLED,PAID,54:31.3,545.99
2729717,696,prior,23,2,9,8,PLACED,PAID,54:31.3,656.36
2618367,696,prior,24,1,8,6,PLACED,REFUNDED,54:31.3,1301.48
1084526,696,prior,25,1,9,7,PLACED,REFUNDED,54:31.3,1837.28
1701713,696,prior,26,1,12,7,DELIVERED,REFUNDED,54:31.3,765.54
2397013,696,prior,27,1,11,7,PLACED,REFUNDED,54:31.3,536.18
939722,696,prior,28,1,19,0,DELIVERED,REFUNDED,54:31.3,1699.35
2192261,696,prior,29,1,10,7,DELIVERED,FAILED,54:31.3,2078.87
